device_id,interface_name,description,ip_address,subnet_mask,vlan,speed_mbps,duplex,admin_status,operational_status,mac_address,if_type,ip6_address,lldp_remote_sysname,port_security,bpdu_guard,root_guard,storm_control_pps,mtu,source_file
NRR-EXT-EXT-FW001_d41d8cd9,l2t.root,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,ssl.root,SSL VPN interface,,,,,,up,,,tunnel,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,EXT-AGG-SW,,,,,,,up,,,aggregate,,,,,,,9216,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,EXT-EXT-SW,,,,,,,up,,,aggregate,,,,,,,9216,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,loopback0,,10.99.1.37,/32,,,,up,,,loopback,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3304-COR-SW,,10.99.2.28,/29,3304,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3191-EXTBR-R,,192.168.8.1,/24,3191,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3350-ARI-TAK,,10.99.4.4,/29,3350,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3351-TCC,,10.99.4.12,/29,3351,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3353-STC-SMS,,10.99.4.28,/29,3353,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3354-SAWA,,10.99.4.36,/29,3354,,,down,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3355-ELM,,10.99.4.44,/29,3355,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3356-SIMAH,,10.99.4.52,/29,3356,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3357-SINNAD,,10.99.4.60,/29,3357,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3358-ARBMALAYSI,,10.99.4.68,/29,3358,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3360-Bloomberg,,172.21.182.1,/24,3360,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3352-REUTERS,Treasury_Private_Network,192.9.100.250,/24,3352,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3542-VISA,,172.21.191.1,/24,3542,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3543-MASTERCARD,,10.4.122.99,/24,3543,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3361-GIB,,10.99.4.75,/29,3361,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,ARBPAYMENT,,10.99.4.84,/29,3362,,,down,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,MOF,,10.99.4.92,/29,3545,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,NEOLEAP,,10.99.4.99,/29,3363,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,MOI,,10.99.4.109,/29,3364,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,EMKAN,,10.99.4.118,/29,3365,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3546-OCI,,172.21.200.1,/24,3546,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,CEQUENS-SMS,,10.99.4.125,/29,3547,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,NEOLEAP-DR,,10.99.4.132,/29,3370,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,MOF-DR,,10.99.4.140,/29,3371,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,3548-ProjectC,,10.99.4.148,/29,3548,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXT-FW001_d41d8cd9,T2-SMS,,10.99.4.155,/29,3344,,,up,,,unknown,,,,,,,,configs\NRR-EXT-EXT-FW001_7-0_9221_202505151424.conf
NRR-EXT-EXTBR-R002_d41d8cd9,Null0,*** Loopback0 ***,10.99.1.33,/32,,,,down,,,unknown,,,,,,,9216,configs\NRR-EXT-EXTBR-R002.alrajhi.bank-10.99.18.32-2025-05-15_11-06-44.log
NRR-EXT-SAMA-FW001_d41d8cd9,port1,,192.168.100.99,/24,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port2,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port3,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port4,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port5,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port6,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port7,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port8,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port9,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port10,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port11,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port12,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port13,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port14,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port15,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port16,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port17,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port18,SADAD_eTRUST,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port19,SADAD_eTRUST,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port20,SJN-OUTSIDE-MGMT,10.206.10.100,/24,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port21,SARIE_MADA,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port22,SARIE_MADA,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port23,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port24,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port25,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port26,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port27,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port28,NRR-eTRUST,10.207.96.200,/24,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port29,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port30,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port31,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port32,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port33,EXT-SARIE,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port34,EXT-SARIE,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port35,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port36,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port37,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port38,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port39,COR-SW,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,port40,COR-SW,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,mgmt1,NRR-oob-mgmt,10.99.20.160,/24,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,mgmt2,,192.168.2.99,/24,,,,up,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,modem,,,,,,,down,,,physical,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,naf.root,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,l2t.root,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,ssl.root,SSL VPN interface,,,,,,up,,,tunnel,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,EXT-AGG-SW,,,,,,,up,,,aggregate,,,,,,,9216,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,1MDC2-RYD-L3-1,SADAD_eTRUST,,,,,,up,,,aggregate,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,2MDC2-RYD-L3-1,,,,,,,up,,,aggregate,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,loopback0,,10.99.1.36,/32,,,,up,,,loopback,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,3303-COR-SW,,10.99.2.20,/29,3303,,,up,,,unknown,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,NRR-EXT-SAR,,,,,,,up,,,aggregate,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,27-MDC2-PO2,SJN-OUTSIDE-SADAD_eTRUST,10.206.9.100,/24,27,,,up,,,unknown,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,36-MDC2-PO3,SJN-OUTSIDE-SARIE_MADA_IN,10.206.12.100,/24,36,,,up,,,unknown,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,3391-SARIE-GW,,10.206.48.200,/24,3391,,,up,,,unknown,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,3392--SARIE-WS,,10.206.50.200,/24,3392,,,up,,,unknown,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,3542-NEWSAR-ISN,,172.27.1.200,/24,3542,,,down,,,unknown,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,3193-E-TRUST,,10.206.96.200,/24,3193,,,up,,,unknown,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,SPG-NLP,TO NRR-EXT-AGG-SW,,,,,,up,,,aggregate,,,,,,,9216,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,3401-SPG-NLP,,10.99.4.212,/29,3401,,,up,,,unknown,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,CFC,,,,,,,up,,,aggregate,,,,,,,9216,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-SAMA-FW001_d41d8cd9,3400-CFC,,10.99.4.253,/29,3400,,,up,,,unknown,,,,,,,,configs\NRR-EXT-SAMA-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port1,,192.168.100.99,/24,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port2,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port3,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port4,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port5,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port6,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port7,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port8,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port9,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port10,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port11,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port12,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port13,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port14,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port15,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port16,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port17,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port18,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port19,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port20,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port21,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port22,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port23,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port24,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port25,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port26,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port27,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port28,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port29,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port30,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port31,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port32,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port33,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port34,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port35,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port36,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port37,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port38,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port39,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,port40,,,,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,mgmt1,oob-mgmt,10.99.20.164,/24,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,mgmt2,,192.168.2.99,/24,,,,up,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,modem,,,,,,,down,,,physical,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,naf.root,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,l2t.root,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,ssl.root,SSL VPN interface,,,,,,up,,,tunnel,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,EXT-TAD-SW,,,,,,,up,,,aggregate,,,,,,,9216,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,EXT-AGG-SW,,,,,,,up,,,aggregate,,,,,,,9216,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,loopback0,,10.99.1.38,/32,,,,up,,,loopback,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,3305-COR-SW,,10.99.2.36,/29,3305,,,up,,,unknown,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
NRR-EXT-TAD-FW001_d41d8cd9,3359-EXT-TADBR,,10.99.4.76,/29,3359,,,up,,,unknown,,,,,,,,configs\NRR-EXT-TAD-FW001_7-0_9221_202505151426.conf
SSL VPN interface_d41d8cd9,naf.ASA-VDOM,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430-ASA-VDOM.conf
SSL VPN interface_d41d8cd9,l2t.ASA-VDOM,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430-ASA-VDOM.conf
SSL VPN interface_d41d8cd9,ssl.ASA-VDOM,SSL VPN interface,,,,,,up,,,tunnel,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430-ASA-VDOM.conf
SSL VPN interface_d41d8cd9,3302-COR-SW,,10.99.2.12,/29,3302,,,up,,,unknown,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430-ASA-VDOM.conf
SSL VPN interface_d41d8cd9,16-DMZ-SRVs,,172.16.0.21,/16,16,,,up,,,unknown,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430-ASA-VDOM.conf
SSL VPN interface_d41d8cd9,20-DMZ-SRVs,DMZ20,172.20.0.1,/16,20,,,down,,,unknown,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430-ASA-VDOM.conf
SSL VPN interface_d41d8cd9,mgmt-cisco,Management,10.252.123.19,/24,,,,down,,,loopback,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430-ASA-VDOM.conf
SSL VPN interface_d41d8cd9,26-Pcloud-IN,,172.25.0.33,/27,26,,,up,,,unknown,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430-ASA-VDOM.conf
